canonical_product_uid,brand,model,size_canonical,size_compact,barcode,barcode_type,manufacturer_part_number,source_url,missing_fields,reason,harvested_at,run_id
,haida,,35x12.50R22,35125022,6905322020290,ean,,https://www.upcitemdb.com/info-haida_tires,missing model,missing model,2026-06-23T06:45:07Z,upcitemdb_001
,haida,,295/30R24,2953024,6905322024465,ean,,https://www.upcitemdb.com/info-haida_tires,missing model,missing model,2026-06-23T06:45:07Z,upcitemdb_001
,hifly,,265/70R16,2657016,6953913101927,ean,,https://www.upcitemdb.com/info-hifly_tires,missing model,missing model,2026-06-23T06:45:11Z,upcitemdb_001
,jinyu,,175/70R14,1757014,617695834157,upc,,https://www.upcitemdb.com/info-jinyu_tires,missing model,missing model,2026-06-23T06:45:21Z,upcitemdb_001
,jinyu,,235/45R17,2354517,617695834928,upc,,https://www.upcitemdb.com/info-jinyu_tires,missing model,missing model,2026-06-23T06:45:21Z,upcitemdb_001
,leao,,195/65R15,1956515,8859291403333,ean,,https://www.upcitemdb.com/info-leao_tires,missing model,missing model,2026-06-23T06:45:44Z,upcitemdb_001
,leao,,265/60R18,2656018,8859291404125,ean,,https://www.upcitemdb.com/info-leao_tires,missing model,missing model,2026-06-23T06:45:44Z,upcitemdb_001
,multimile,,155/80R12,1558012,746573175867,upc,,https://www.upcitemdb.com/info-multimile_tires,missing model,missing model,2026-06-23T06:46:13Z,upcitemdb_001
,multimile,,165/80R15,1658015,746573175874,upc,,https://www.upcitemdb.com/info-multimile_tires,missing model,missing model,2026-06-23T06:46:13Z,upcitemdb_001
,multimile,,P265/75R15,2657515,746573151533,upc,,https://www.upcitemdb.com/info-multimile_tires,missing model,missing model,2026-06-23T06:46:13Z,upcitemdb_001
,multimile,,235/60R17,2356017,746573185286,upc,,https://www.upcitemdb.com/info-multimile_tires,missing model,missing model,2026-06-23T06:46:13Z,upcitemdb_001
,otani,,205/55R16,2055516,8859384900084,ean,,https://www.upcitemdb.com/info-otani_tires,missing model,missing model,2026-06-23T06:46:27Z,upcitemdb_001
,otani,,185/60R15,1856015,8859384900114,ean,,https://www.upcitemdb.com/info-otani_tires,missing model,missing model,2026-06-23T06:46:27Z,upcitemdb_001
,otani,,215/70R16,2157016,8859384902033,ean,,https://www.upcitemdb.com/info-otani_tires,missing model,missing model,2026-06-23T06:46:27Z,upcitemdb_001
,patriot,,195/60R15,1956015,8886459500719,ean,,https://www.upcitemdb.com/info-patriot_tires,missing model,missing model,2026-06-23T06:46:37Z,upcitemdb_001
,thunderer,,35x12.50R17,35125017,8859105410397,ean,,https://www.upcitemdb.com/info-thunderer_tires,missing model,missing model,2026-06-23T06:47:48Z,upcitemdb_001
,thunderer,,P235/65R17,2356517,8859105416085,ean,,https://www.upcitemdb.com/info-thunderer_tires,missing model,missing model,2026-06-23T06:47:48Z,upcitemdb_001
,thunderer,,LT235/85R16,2358516,8859105403573,ean,,https://www.upcitemdb.com/info-thunderer_tires,missing model,missing model,2026-06-23T06:47:48Z,upcitemdb_001
,thunderer,,LT265/75R16,2657516,8859105406994,ean,,https://www.upcitemdb.com/info-thunderer_tires,missing model,missing model,2026-06-23T06:47:48Z,upcitemdb_001
,thunderer,,LT245/75R16,2457516,8859105407007,ean,,https://www.upcitemdb.com/info-thunderer_tires,missing model,missing model,2026-06-23T06:47:48Z,upcitemdb_001
,thunderer,,P235/65R16,2356516,8859105415743,ean,,https://www.upcitemdb.com/info-thunderer_tires,missing model,missing model,2026-06-23T06:47:48Z,upcitemdb_001
,thunderer,,LT265/70R17,2657017,8859105418607,ean,,https://www.upcitemdb.com/info-thunderer_tires,missing model,missing model,2026-06-23T06:47:48Z,upcitemdb_001
,thunderer,,P265/65R17,2656517,8859105416177,ean,,https://www.upcitemdb.com/info-thunderer_tires,missing model,missing model,2026-06-23T06:47:48Z,upcitemdb_001
,tracmax,,155/80R13,1558013,849104003742,upc,,https://www.upcitemdb.com/info-tracmax_tires,missing model,missing model,2026-06-23T06:48:02Z,upcitemdb_001
,tracmax,,175/70R14,1757014,849104003810,upc,,https://www.upcitemdb.com/info-tracmax_tires,missing model,missing model,2026-06-23T06:48:02Z,upcitemdb_001
,triangle,,ST225/75R15,2257515,888135029482,upc,,https://www.upcitemdb.com/info-triangle_tires,missing model,missing model,2026-06-23T06:48:12Z,upcitemdb_001
,triangle,,ST215/75R14,2157514,888135030273,upc,,https://www.upcitemdb.com/info-triangle_tires,missing model,missing model,2026-06-23T06:48:12Z,upcitemdb_001
,vitour,,295/75R22.5,29575225,840156480062,upc,,https://www.upcitemdb.com/info-vitour_tires,missing model,missing model,2026-06-23T06:48:26Z,upcitemdb_001
,vitour,,285/75R24.5,28575245,840156480109,upc,,https://www.upcitemdb.com/info-vitour_tires,missing model,missing model,2026-06-23T06:48:26Z,upcitemdb_001
,vitour,,245/70R19.5,24570195,840156480253,upc,,https://www.upcitemdb.com/info-vitour_tires,missing model,missing model,2026-06-23T06:48:26Z,upcitemdb_001
,vitour,,205/70R15,2057015,6970312162656,ean,,https://www.upcitemdb.com/info-vitour_tires,missing model,missing model,2026-06-23T06:48:26Z,upcitemdb_001
,vitour,,315/80R22.5,31580225,840156480390,upc,,https://www.upcitemdb.com/info-vitour_tires,missing model,missing model,2026-06-23T06:48:26Z,upcitemdb_001
,vogue,,265/35R22,2653522,461152410671,upc,,https://www.upcitemdb.com/info-vogue_tires,missing model,missing model,2026-06-23T06:48:32Z,upcitemdb_001
,waterfall,,225/60R18,2256018,8681110663464,ean,,https://www.upcitemdb.com/info-waterfall_tires,missing model,missing model,2026-06-23T06:48:41Z,upcitemdb_001
,waterfall,,235/45R18,2354518,8681110663501,ean,,https://www.upcitemdb.com/info-waterfall_tires,missing model,missing model,2026-06-23T06:48:41Z,upcitemdb_001
,zeetex,,195/55R15,1955515,6290300025351,ean,,https://www.upcitemdb.com/info-zeetex_tires,missing model,missing model,2026-06-23T06:48:56Z,upcitemdb_001
,zeetex,,235/65R16,2356516,6290300060550,ean,,https://www.upcitemdb.com/info-zeetex_tires,missing model,missing model,2026-06-23T06:48:56Z,upcitemdb_001
,zeetex,,205/40R17,2054017,6290300023418,ean,,https://www.upcitemdb.com/info-zeetex_tires,missing model,missing model,2026-06-23T06:48:56Z,upcitemdb_001
,tracmax,,155/80R13,1558013,849104003742,upc,,https://www.upcitemdb.com/info-tracmax_tires,missing model,missing model,2026-06-23T07:03:28Z,upcitemdb_001
,tracmax,,175/70R14,1757014,849104003810,upc,,https://www.upcitemdb.com/info-tracmax_tires,missing model,missing model,2026-06-23T07:03:28Z,upcitemdb_001
,ardent,,175/70R13,1757013,698700000880,upc,,https://www.upcitemdb.com/info-ardent_tires,missing model,missing model,2026-06-23T07:03:49Z,upcitemdb_001
,cachland,,295/75R22.5,29575225,6920758641062,ean,,https://www.upcitemdb.com/info-cachland_tires,missing model,missing model,2026-06-23T07:04:20Z,upcitemdb_001
,constancy,,235/60R18,2356018,617695832771,upc,,https://www.upcitemdb.com/info-constancy_tires,missing model,missing model,2026-06-23T07:04:35Z,upcitemdb_001
,dcenti,,285/50R20,2855020,669168904522,upc,,https://www.upcitemdb.com/info-dcenti_tires,missing model,missing model,2026-06-23T07:04:46Z,upcitemdb_001
,dcenti,,305/40R22,3054022,669168904546,upc,,https://www.upcitemdb.com/info-dcenti_tires,missing model,missing model,2026-06-23T07:04:46Z,upcitemdb_001
,dcenti,,275/55R20,2755520,669168904553,upc,,https://www.upcitemdb.com/info-dcenti_tires,missing model,missing model,2026-06-23T07:04:46Z,upcitemdb_001
,dcenti,,275/40R20,2754020,669168904560,upc,,https://www.upcitemdb.com/info-dcenti_tires,missing model,missing model,2026-06-23T07:04:46Z,upcitemdb_001
,dcenti,,305/45R22,3054522,669168904577,upc,,https://www.upcitemdb.com/info-dcenti_tires,missing model,missing model,2026-06-23T07:04:46Z,upcitemdb_001
,dcenti,,275/30R20,2753020,669168904669,upc,,https://www.upcitemdb.com/info-dcenti_tires,missing model,missing model,2026-06-23T07:04:46Z,upcitemdb_001
,dcenti,,245/70R16,2457016,669168904690,upc,,https://www.upcitemdb.com/info-dcenti_tires,missing model,missing model,2026-06-23T07:04:46Z,upcitemdb_001
,dcenti,,195/60R14,1956014,669168904713,upc,,https://www.upcitemdb.com/info-dcenti_tires,missing model,missing model,2026-06-23T07:04:46Z,upcitemdb_001
,dcenti,,225/65R16,2256516,669168904751,upc,,https://www.upcitemdb.com/info-dcenti_tires,missing model,missing model,2026-06-23T07:04:46Z,upcitemdb_001
,dcenti,,275/45R20,2754520,669168904768,upc,,https://www.upcitemdb.com/info-dcenti_tires,missing model,missing model,2026-06-23T07:04:46Z,upcitemdb_001
,dcenti,,215/65R17,2156517,669168904812,upc,,https://www.upcitemdb.com/info-dcenti_tires,missing model,missing model,2026-06-23T07:04:46Z,upcitemdb_001
,dcenti,,245/35R20,2453520,669168904874,upc,,https://www.upcitemdb.com/info-dcenti_tires,missing model,missing model,2026-06-23T07:04:46Z,upcitemdb_001
,dcenti,,275/25R24,2752524,669168904898,upc,,https://www.upcitemdb.com/info-dcenti_tires,missing model,missing model,2026-06-23T07:04:46Z,upcitemdb_001
,dcenti,,265/75R15,2657515,669168904928,upc,,https://www.upcitemdb.com/info-dcenti_tires,missing model,missing model,2026-06-23T07:04:46Z,upcitemdb_001
,dcenti,,215/75R15,2157515,669168904935,upc,,https://www.upcitemdb.com/info-dcenti_tires,missing model,missing model,2026-06-23T07:04:46Z,upcitemdb_001
,farroad,,245/45R19,2454519,6931519302252,ean,,https://www.upcitemdb.com/info-farroad_tires,missing model,missing model,2026-06-23T07:05:37Z,upcitemdb_001
,joyroad,,235/55R19,2355519,6901681016455,ean,,https://www.upcitemdb.com/info-joyroad_tires,missing model,missing model,2026-06-23T07:06:58Z,upcitemdb_001
,kinforest,,285/30R21,2853021,6935699849729,ean,,https://www.upcitemdb.com/info-kinforest_tires,missing model,missing model,2026-06-23T07:07:09Z,upcitemdb_001
,mirage,,235/65R16,2356516,990498647279,upc,,https://www.upcitemdb.com/info-mirage_tires,missing model,missing model,2026-06-23T07:07:58Z,upcitemdb_001
,speedmax,,295/75R22.5,29575225,461741476392,upc,,https://www.upcitemdb.com/info-speedmax_tires,missing model,missing model,2026-06-23T07:09:30Z,upcitemdb_001
,speedmax,,295/75R22.5,29575225,461302665081,upc,,https://www.upcitemdb.com/info-speedmax_tires,missing model,missing model,2026-06-23T07:09:30Z,upcitemdb_001
,speedmax,,295/75R22.5,29575225,463082436455,upc,,https://www.upcitemdb.com/info-speedmax_tires,missing model,missing model,2026-06-23T07:09:30Z,upcitemdb_001
,toledo,,225/60R16,2256016,10000416488673,gtin14,,https://www.upcitemdb.com/info-toledo_tires,missing model,missing model,2026-06-23T07:10:23Z,upcitemdb_001
,winrun,,P295/35R21,2953521,741466622480,upc,,https://www.upcitemdb.com/info-winrun_tires,missing model,missing model,2026-06-23T07:10:57Z,upcitemdb_001
,comforser,,35x12.50R24,35125024,6939801712963,ean,,https://www.upcitemdb.com/info-comforser_tires,missing model,missing model,2026-06-23T07:11:17Z,upcitemdb_001
,douglas,,195/70R14,1957014,661537708083,upc,,https://www.upcitemdb.com/info-douglas_tires,missing model,missing model,2026-06-24T14:38:28Z,upcitemdb_001
,douglas,,195/70R14,1957014,661537892690,upc,,https://www.upcitemdb.com/info-douglas_tires,missing model,missing model,2026-06-24T14:38:28Z,upcitemdb_001
,douglas,,195/70R14,1957014,741317962963,upc,,https://www.upcitemdb.com/info-douglas_tires,missing model,missing model,2026-06-24T14:38:28Z,upcitemdb_001
,douglas,,215/65R17,2156517,741317963168,upc,,https://www.upcitemdb.com/info-douglas_tires,missing model,missing model,2026-06-24T14:38:28Z,upcitemdb_001
,mrf,,205/60R16,2056016,850000023000,upc,,https://www.upcitemdb.com/info-mrf_tires,missing model,missing model,2026-06-24T14:39:09Z,upcitemdb_001
,mrf,,235/55R19,2355519,810022820452,upc,,https://www.upcitemdb.com/info-mrf_tires,missing model,missing model,2026-06-24T14:39:09Z,upcitemdb_001
,Fortune Tire,,295/75R22.5,29575225,840139600647,upc,,https://api.upcitemdb.com/prod/trial/search,missing model,missing model,2026-06-24T14:52:10Z,api_harvest_20260624_144651
,Fortune Tire,,285/75R24.5,28575245,840139602351,upc,,https://api.upcitemdb.com/prod/trial/search,missing model,missing model,2026-06-24T14:52:10Z,api_harvest_20260624_144651
,Fortune Tire,,295/75R22.5,29575225,840139602368,upc,,https://api.upcitemdb.com/prod/trial/search,missing model,missing model,2026-06-24T14:52:10Z,api_harvest_20260624_144651
,Toyo Tires,,LT275/70R18,2757018,498191072560,upc,,https://api.upcitemdb.com/prod/trial/search?s=toyo+tire&offset=0,missing model,missing model,2026-06-24T15:33:50Z,fc_api_harvest_20260624_153317
,Fortune,,295/75R22.5,29575225,461134329168,upc,,https://api.upcitemdb.com/prod/trial/search,missing model,missing model,2026-07-01T14:34:24Z,api_harvest_20260701_090039
