barcode,brand,model,size_canonical,manufacturer_part_number,match,found_product,reason,grounded,source_url
029142935988,cooper,evolution_winter,255/55R18,90000036291,yes,Cooper Evolution Winter 255/55R18,"The barcode 029142935988 consistently resolves to the Cooper Evolution Winter tire, size 255/55R18, and manufacturer part number 90000036291 on multiple credible websites.",True,https://www.tiresandwheels.com/product/tire/EC244892/Cooper/90000036291/Evolution-Winter_29142935988_255+55R18
051342199464,continental,contisportcontact_6,275/30R20,03583490000,yes,Continental SportContact 6 275/30ZR20,"The barcode resolves to Continental SportContact 6 275/30ZR20 across multiple credible sources, matching the recorded brand, model, and size.",True,https://www.tiresandwheels.com/product/tire/EC246052/Continental/03583490000/ContiSportContact-6_51342199464_275+30R20
029142907527,cooper,discoverer_at3_4s,225/70R15,90000032670,yes,Cooper Discoverer AT3 4S 225/70R15,The barcode 029142907527 consistently resolves to 'Cooper Discoverer AT3 4S 225/70R15' across multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC222086/Cooper/90000032670/Discoverer-AT3-4S_29142907527_225+70R15
877184002737,ohtsu tires,fp7000,215/55R16,30422623,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC463696/Ohtsu-Tires/30422623/FP7000_877184002737_215+55R16
4981910854661,nitto,neo_gen,205/40R18,185090,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC7952/Nitto/185090/Neo-Gen_4981910854661_205+40R18
8808956164171,kumho,crugen_ht51,265/65R17,2181913,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC167594/Kumho/2181913/Crugen-HT51_8808956164171_265+65R17
715459473960,hankook,dynapro_ht_rh12,LT265/60R20,2021231,yes,Hankook Dynapro HT RH12,"The barcode resolves to Hankook Dynapro HT RH12 across multiple credible sources, matching the recorded brand and model.",True,https://www.tiresandwheels.com/product/tire/EC295372/Hankook/2021231/DynaPro-HT-RH12_715459473960_LT265+60R20
848983006394,falken,wildpeak_a_t3w,LT225/75R16,28030119,yes,Falken Wildpeak A/T3W LT225/75R16,"The barcode 848983006394 resolves to Falken Wildpeak A/T3W LT225/75R16, matching the recorded brand, model, and size. The manufacturer part number 28030119 also matches.",True,https://www.tiresandwheels.com/product/tire/EC106228/Falken/28030119/Wildpeak-A/T3W_848983006394_LT225+75R16
4981910798965,nitto,trail_grappler_m_t,33x12.50R18,374060,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC221992/Nitto/374060/Trail-Grappler-M/T_4981910798965_33x12.50R18
715459577576,hankook,kinergy_xp_h446,255/45R20,1032016,yes,Hankook Kinergy XP H446 255/45R20 105V XL,The barcode 715459577576 consistently resolves to Hankook Kinergy XP H446 255/45R20 with manufacturer part number 1032016 across multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC488967/Hankook/1032016/Kinergy-XP-H446_715459577576_255+45R20
029142959960,cooper,endeavor_plus,235/60R17,90000039927,yes,Cooper Endeavor Plus,"Multiple credible sources (Discount Tire, Cooper Tires, BJ's Tire Center, Goodyear, Sam's Club) confirm that the barcode 029142959960 corresponds to the Cooper Endeavor Plus tire.",True,https://www.tiresandwheels.com/product/tire/EC372048/Cooper/90000039927/Endeavor-Plus_29142959960_235+60R17
054137074991,pirelli,scorpion_verde,235/55R18,3573200,yes,Pirelli Scorpion Verde All Season 235/60R16,"The barcode resolves to a Pirelli Scorpion Verde All Season tire, matching the recorded brand and model.",True,https://www.tiresandwheels.com/product/tire/EC295599/Pirelli/3573200/Scorpion-Verde_54137074991_235+55R18
086699325921,michelin,latitude_sport_3,265/40R21,32592,yes,Michelin Latitude Sport 3 265/40R21,"The barcode 086699325921 consistently resolves to Michelin Latitude Sport 3 265/40R21 across multiple credible sources, and the manufacturer part number 32592 is also confirmed.",True,https://www.tiresandwheels.com/product/tire/EC247310/Michelin/32592/Latitude-Sport-3_86699325921_265+40R21
4710405480791,kenda,klever_a_t_2_kr628,LT265/70R17,628013,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC298933/Kenda/628013/Klever-A/T-2-KR628_4710405480791_LT265+70R17
029142804055,cooper,cs5_ultra_touring,225/45R17,90000019338,yes,Cooper CS5 Ultra Touring 225/45R17,"The barcode 029142804055 resolves to Cooper CS5 Ultra Touring 225/45R17 on Discount Tire's website, matching the recorded brand, model, and size.",True,https://www.tiresandwheels.com/product/tire/EC161948/Cooper/90000019338/CS5-Ultra-Touring_29142804055_225+45R17
054137054627,pirelli,scorpion_verde_all_season,225/55R18,2332100,yes,Pirelli Scorpion Verde All Season 225/55R18 98V (MPN: 2332100),"The barcode 054137054627 consistently resolves to the Pirelli Scorpion Verde All Season tire, size 225/55R18, with manufacturer part number 2332100, across multiple credible sources.",True,https://www.tiresandwheels.com/product/tire/EC179639/Pirelli/2332100/Scorpion-Verde-All-Season_54137054627_225+55R18
8808956254643,kumho,ecsta_pa51,255/35R20,2248473,yes,Kumho Ecsta PA51 255/35R20,The barcode 8808956254643 consistently resolves to the Kumho Ecsta PA51 tire with size 255/35R20 and manufacturer part number 2248473 across multiple credible online retailers.,True,https://www.tiresandwheels.com/product/tire/EC245500/Kumho/2248473/Ecsta-PA51_8808956254643_255+35R20
054137071952,pirelli,scorpion_zero_all_season,245/60R18,3580300,yes,Pirelli Scorpion Zero All Season 245/60R18,"The barcode 054137071952 consistently resolves to the Pirelli Scorpion Zero All Season tire, size 245/60R18, with manufacturer part number 3580300 across multiple credible sources.",True,https://www.tiresandwheels.com/product/tire/EC247421/Pirelli/3580300/Scorpion-Zero-All-Season_54137071952_245+60R18
054137048626,pirelli,scorpion_winter,265/70R16,2341700,yes,Pirelli Scorpion Winter,The barcode 054137048626 resolves to Pirelli Scorpion Winter tires on multiple credible retail and manufacturer websites.,True,https://www.tiresandwheels.com/product/tire/EC179816/Pirelli/2341700/Scorpion-Winter_54137048626_265+70R16
029142908715,cooper,discoverer_at3_4s,265/65R18,90000032699,yes,Cooper Discoverer AT3 4S,The barcode 029142908715 consistently resolves to the Cooper Discoverer AT3 4S tire across multiple credible online retailers and the manufacturer's website.,True,https://www.tiresandwheels.com/product/tire/EC222085/Cooper/90000032699/Discoverer-AT3-4S_29142908715_265+65R18
086699380159,michelin,pilot_alpin_pa5,265/40R20,38015,yes,Michelin Pilot Alpin PA5 265/40R20 104W,"Multiple credible sources, including Tire Rack, Big O Tires, and Onlinetires.com, confirm that barcode 086699380159 corresponds to the Michelin Pilot Alpin PA5 tire in size 265/40R20, with Onlinetires",True,https://www.tiresandwheels.com/product/tire/EC225410/Michelin/38015/Pilot-Alpin-PA5_86699380159_265+40R20
848983006134,falken,wildpeak_a_t3w,245/65R17,28034768,yes,Falken Wildpeak A/T3W 245/65R17,"The barcode 848983006134 consistently resolves to Falken Wildpeak A/T3W 245/65R17, with manufacturer part number 28034768, across multiple credible sources.",True,https://www.tiresandwheels.com/product/tire/EC106263/Falken/28034768/Wildpeak-A/T3W_848983006134_245+65R17
721506333026,yokohama,geolandar_m_t_g003,35x12.50R15,110133302,yes,Yokohama Geolandar M/T G003 35x12.50R15,"The barcode 721506333026 consistently resolves to the Yokohama Geolandar M/T G003 tire, size 35x12.50R15, and manufacturer part number 110133302 on multiple credible sources.",True,https://www.tiresandwheels.com/product/tire/EC232438/Yokohama/110133302/Geolandar-M/T-G003_721506333026_35x12.50R15
697662149477,kelly,edge_sport,235/50R18,356163090,no,"UHOMEPRO Full Platform Bed Frame, Kensington Simply Solutions Nano Combo Laptop Lock, Garvee 2PCS 2 x 1ft Galvanized Raised Boxes","The barcode resolves to a bed frame, a laptop lock, and raised garden boxes, none of which match the recorded tire product data.",True,https://www.tiresandwheels.com/product/tire/EC489013/Kelly/356163090/Edge-Sport_697662149477_235+50R18
715459577927,hankook,kinergy_xp_h446,245/45R18,1032051,yes,Hankook Kinergy XP H446 245/45R18,"The barcode resolves to Hankook Kinergy XP H446 245/45R18 with manufacturer part number 1032051, matching the recorded product exactly.",True,https://www.tiresandwheels.com/product/tire/EC488989/Hankook/1032051/Kinergy-XP-H446_715459577927_245+45R18
191563008357,nexen,winguard_winspike_3,215/55R17,17632NXK,yes,Nexen Winguard Winspike 3 215/55R17 98T XL (MPN: 17632NXK),"The barcode 191563008357 consistently resolves to the Nexen Winguard Winspike 3 tire, size 215/55R17, and manufacturer part number 17632NXK across multiple credible sources.",True,https://www.tiresandwheels.com/product/tire/EC443823/Nexen/17632NXK/Winguard-Winspike-3_191563008357_215+55R17
4981910540922,nitto,nomad_grappler,225/55R17,212060,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC388470/Nitto/212060/Nomad-Grappler_4981910540922_225+55R17
029142961888,cooper,endeavor,225/45R17,90000040248,yes,Cooper Endeavor 225/45R17,"The barcode 029142961888 consistently resolves to the Cooper Endeavor tire, size 225/45R17, across multiple credible online retailers and the manufacturer's website.",True,https://www.tiresandwheels.com/product/tire/EC369357/Cooper/90000040248/Endeavor_29142961888_225+45R17
086699150547,bfgoodrich,gforce_comp2_a_s,255/45R18,15054,yes,BFGoodrich g-Force COMP-2 A/S PLUS 255/45R18,"The barcode resolves to BFGoodrich g-Force COMP-2 A/S PLUS 255/45R18, matching the recorded brand, model, and size.",True,https://www.tiresandwheels.com/product/tire/EC115542/BFGoodrich/15054/GForce-Comp2-A/S_86699150547_255+45R18
029142905370,cooper,evolution_tour,205/55R16,90000032505,yes,Cooper Evolution Tour 205/55R16,"The barcode 029142905370 resolves to a Cooper Evolution Tour tire, specifically in the 205/55R16 size, matching the recorded brand, model, and size.",True,https://www.tiresandwheels.com/product/tire/EC226316/Cooper/90000032505/Evolution-Tour_29142905370_205+55R16
8859000170679,fury,country_hunter_m_t_2,LT265/70R17,FCHII2657017B,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC309574/Fury/FCHII2657017B/Country-Hunter-M/T-2_8859000170679_LT265+70R17
051342051373,general,altimax_rt45,205/70R16,15576250000,yes,General Altimax RT45 205/70R16,"The barcode 051342051373 consistently resolves to the General Altimax RT45 tire, size 205/70R16, and manufacturer part number 15576250000 across multiple credible sources.",True,https://www.tiresandwheels.com/product/tire/EC413681/General/15576250000/Altimax-RT45_51342051373_205+70R16
029142924487,cooper,evolution_winter,255/65R18,90000034630,yes,Cooper Evolution Winter,"The barcode 029142924487 consistently resolves to the 'Cooper Evolution Winter' tire across multiple credible sources, matching the recorded brand and model.",True,https://www.tiresandwheels.com/product/tire/EC244940/Cooper/90000034630/Evolution-Winter_29142924487_255+65R18
848983023674,falken,ziex_ct50_a_s,245/50R20,59000670,yes,Falken Ziex CT50 A/S 245/50R20,"The barcode 848983023674 consistently resolves to the Falken Ziex CT50 A/S tire, size 245/50R20, and manufacturer part number 59000670 across multiple credible online retailers.",True,https://www.tiresandwheels.com/product/tire/EC392055/Falken/59000670/Ziex-CT50-A/S_848983023674_245+50R20
4981910774525,nitto,nt01,285/35R19,371530,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC106967/Nitto/371530/NT01_4981910774525_285+35R19
054137050148,pirelli,scorpion_winter,285/45R19,2341800,yes,"Pirelli Scorpion Winter 285/45R19, Manufacturer Part Number: 2341800",The barcode 054137050148 resolves to Pirelli Scorpion Winter 285/45R19 with manufacturer part number 2341800.,True,https://www.tiresandwheels.com/product/tire/EC179844/Pirelli/2341800/Scorpion-Winter_54137050148_285+45R19
051342183579,continental,contisportcontact_5,245/40R18,03575980000,uncertain,,"The search for the barcode did not directly link it to a specific product page confirming the brand, model, and manufacturer part number. While the search results consistently showed information about",True,https://www.tiresandwheels.com/product/tire/EC197808/Continental/03575980000/ContiSportContact-5_51342183579_245+40R18
697662103509,dunlop,sp_winter_sport_3d_dsst_rof,225/55R17,265025059,no,Infinity Ultra-High Capacity Smoking Receptacle/Cigarette Urn - Black,"The barcode resolves to a smoking receptacle, not a Dunlop tire.",True,https://www.tiresandwheels.com/product/tire/EC163602/Dunlop/265025059/SP-Winter-Sport-3D-DSST-ROF_697662103509_225+55R17
092971291761,bridgestone,blizzak_dm_v2,265/70R17,016457,yes,Bridgestone Blizzak DM-V2 Winter Tire,The barcode 092971291761 consistently resolves to the Bridgestone Blizzak DM-V2 tire across multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC156163/Bridgestone/016457/Blizzak-DM-V2_92971291761_265+70R17
688028985471,hercules,ut1,25x11.00R12,98547,yes,Hercules TIS Offroad UT1 25x11.00R12,"The barcode 688028985471 resolves to Hercules TIS Offroad UT1 25x11.00R12, with manufacturer part number 98547, matching all recorded product data.",True,https://www.tiresandwheels.com/product/tire/EC442917/Hercules/98547/UT1_688028985471_25x11.00R12
8886459516697,radar,renegade_a_t5,265/70R17,RZD0070,no,Garvee 47x16 Inches LED Metal Planter Box with Exterior Light Strips and Controller Illuminated Raised Garden Bed,"The barcode resolves to a planter box, not a tire.",True,https://www.tiresandwheels.com/product/tire/EC391225/Radar/RZD0070/Renegade-A/T5_8886459516697_265+70R17
715459616145,hankook,dynapro_hpx_ra43,245/45R21,1035232,yes,Hankook Dynapro HPX RA43 245/45R21 104W,"The barcode resolves to Hankook Dynapro HPX RA43 245/45R21, and a credible source lists the manufacturer part number 1035232 for this product.",True,https://www.tiresandwheels.com/product/tire/EC494323/Hankook/1035232/Dynapro-HPX-RA43_715459616145_245+45R21
715459308576,hankook,optimo_h426,P205/60R15,1011290,yes,Hankook Optimo H426 P205/60R15,The barcode resolves to Hankook Optimo H426 P205/60R15 on multiple credible retail websites like Discount Tire and Walmart.,True,https://www.tiresandwheels.com/product/tire/EC166422/Hankook/1011290/Optimo-H426_715459308576_P205+60R15
848983020260,falken,eurowinter_hs01,245/40R19,28522974,uncertain,,"The barcode 848983020260 could not be directly resolved to the Falken Eurowinter HS01 tire on the web. While information about the Falken Eurowinter HS01 tire model is available, including the specifi",True,https://www.tiresandwheels.com/product/tire/EC369175/Falken/28522974/Eurowinter-HS01_848983020260_245+40R19
848983019462,falken,wildpeak_a_t3w,225/65R17,28034775,yes,Falken Wildpeak AT3W 225/65R17,The barcode 848983019462 resolves to Falken Wildpeak AT3W 225/65R17 with MPN 28034775 on multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC301657/Falken/28034775_Wildpeak+A/T3W_848983019462_225+65R17
4981910568421,nitto,motivo_365,245/45R20,261270,yes,"Nitto Motivo 365 Tires 245/45-20, Manufacturer's Part Number: N261-270, UPC: 4981910568421","A credible source (Summit Racing) links the provided EAN, brand, model, manufacturer part number, and size.",True,https://www.tiresandwheels.com/product/tire/EC494056/Nitto/261270/Motivo-365_4981910568421_245+45R20
054137072966,pirelli,scorpion_verde_all_season_plus_ii,275/60R20,3594900,yes,Pirelli Scorpion Verde All Season Plus II 275/60R20,"The barcode 054137072966 consistently resolves to the Pirelli Scorpion Verde All Season Plus II tire, size 275/60R20, and manufacturer part number 3594900 across multiple credible online retailers.",True,https://www.tiresandwheels.com/product/tire/EC245658/Pirelli/3594900/Scorpion-Verde-All-Season-Plus-II_54137072966_275+60R20
054137039907,pirelli,w240_sottozero_series_ii,255/35R18,1859000,yes,Pirelli W240 SottoZero Serie II,"The barcode resolves to 'Pirelli W240 SottoZero Serie II' across multiple credible sources, matching the recorded brand and model.",True,https://www.tiresandwheels.com/product/tire/EC180037/Pirelli/1859000/W240-Sottozero-Series-II_54137039907_255+35R18
4981910796435,toyo,extensa_hp_ii,275/40R20,196280,yes,Toyo Tires Extensa HP II High Performance All-Season 275/40R20 (196280),The barcode 4981910796435 consistently resolves to 'Toyo Tires Extensa HP II High Performance All-Season 275/40R20' with manufacturer part number '196280' across multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC158010/Toyo/196280/Extensa-HP-II_4981910796435_275+40R20
721506160240,yokohama,geolandar_x_at,LT305/55R20,110116024,yes,Yokohama Geolandar X-AT LT305/55R20,"The barcode resolves to Yokohama Geolandar X-AT LT305/55R20 with manufacturer part number 110116024, matching all recorded data.",True,https://www.tiresandwheels.com/product/tire/EC232182/Yokohama/110116024/Geolandar-X-AT_721506160240_LT305+55R20
051342177356,general,altimax_arctic_12,175/65R14,15502980000,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC165525/General/15502980000/Altimax-Arctic-12_51342177356_175+65R14
4981910527923,toyo,open_country_a_t3,305/50R20,355820,no,Needle Guide Kit Ultra-Pro II™ or McKesson Digital Oral-Rectal Thermometer,"The barcode resolves to medical supplies, not a tire product.",True,https://www.tiresandwheels.com/product/tire/EC275055/Toyo/355820/Open-Country-A/T3_4981910527923_305+50R20
697662129646,dunlop,grandtrek_touring_a_s,P235/55R19,290123515,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC163030/Dunlop/290123515/Grandtrek-Touring-A/S_697662129646_P235+55R19
721506152313,yokohama,advan_a052,245/30R20,110115231,yes,"Yokohama Advan A052 245/30R20XL 90Y BSW, Manufacturer part number: 110115231",The barcode 721506152313 consistently resolves to the Yokohama Advan A052 tire with the size 245/30R20 and manufacturer part number 110115231 across multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC369783/Yokohama/110115231/Advan-A052_721506152313_245+30R20
8808956288334,kumho,crugen_ht51,LT265/75R16,2278483,yes,Kumho Crugen HT51,The barcode 8808956288334 is listed on the Kumho Tire website as the UPC for the CRUGEN HT51 tire. Other retailers also confirm this product for the given barcode.,True,https://www.tiresandwheels.com/product/tire/EC295508/Kumho/2278483/Crugen-HT51_8808956288334_LT265+75R16
086699292919,bfgoodrich,advantage_t_a_sport_lt,215/70R16,29291,yes,BFGoodrich Advantage T/A Sport LT 215/70R16 100H BSW (Manufacturer part number: 29291),The barcode 086699292919 resolves to the BFGoodrich Advantage T/A Sport LT tire with the recorded size 215/70R16 and manufacturer part number 29291 on multiple credible websites.,True,https://www.tiresandwheels.com/product/tire/EC157971/BFGoodrich/29291/Advantage-T/A-Sport-LT_86699292919_215+70R16
054137047124,pirelli,cinturato_p7,225/50R18,2245600,no,Garvee 3 Tier Plastic Folding Storage Cabinet Multilayer Wardrobe Closet Organizer,"The barcode resolves to a plastic storage cabinet, not a Pirelli tire.",True,https://www.tiresandwheels.com/product/tire/EC178631/Pirelli/2245600/Cinturato-P7_54137047124_225+50R18
